icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
ENEDEV,ENERGYDEV,Energy Development Company Ltd,EQ,INE306C01019,EDCL Group,corporate_group_repository.xlsx,Power Generation,nse_getSymbolData.basicIndustry,,Utilities,Power,Power,Power Generation
ENGIND,ENGINERSIN,Engineers India Ltd,EQ,INE510A01028,Engineers India Group,corporate_group_repository.xlsx,Construction,ind_niftytotalmarket_list.csv,Engineers India Ltd.,,,,
ENGOFS,ENGOFS,Engineers India Ltd Ofs,EQ,INE000000101,,,,,,,,,
ENTHEA,ENTERO,Entero Healthcare Sol Limited,EQ,INE010601016,,,Consumer Services,ind_niftytotalmarket_list.csv,Entero Healthcare Solutions Ltd.,,,,
ENTLIM,ENTEGRA,Entegra Limited,BE,INE826A01028,Entegra Group,corporate_group_repository.xlsx,,,,,,,
ENTNET,ENIL,Entertainment Network (India),EQ,INE265F01028,Times of India Group,corporate_group_repository.xlsx,Media & Entertainment,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
ENVINF,EIEL,Enviro Infra Engineers Limited,EQ,INE0LLY01014,,,Utilities,ind_niftytotalmarket_list.csv,Enviro Infra Engineers Ltd.,,,,
EONELE,EON,Eon Electric Limited,BE,INE076H01025,Eon Group,corporate_group_repository.xlsx,,,,,,,
EPADUR,EPACK,Epack Durable Limited,EQ,INE0G5901015,,,Household Appliances,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
EPAPRE,EPACKPEB,Epack Prefab Technologies Ltd,EQ,INE0MLS01022,,,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
EPCIND,MAHEPC,Mahindra Epc Irrigation Ltd,EQ,INE215D01010,Mahindra & Mahindra Group,corporate_group_repository.xlsx,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
EQUHOL,EQUITAS,Equitas Holdings Limited,EQ,INE988K01017,Equitas Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
EQUSMA,EQUITASBNK,Equitas Small Finance Bank Ltd,EQ,INE063P01018,Equitas Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,Equitas Small Finance Bank Ltd.,,,,
ERAINF,ERAINFRA,Era Infra Engineering Limited,BE,INE039E01020,ERA Group,corporate_group_repository.xlsx,CONSTRUCTION CIVIL,nse_getSymbolData.basicIndustry,,MANUFACTURING,CONSTRUCTION,CONSTRUCTION,CONSTRUCTION CIVIL
ERILIF,ERIS,Eris Lifesciences Limited,EQ,INE406M01024,Eris Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Eris Lifesciences Ltd.,,,,
ESAIND,ESABINDIA,Esab India Ltd,EQ,INE284A01012,ESAB (F) Group,corporate_group_repository.xlsx,Other Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Other Industrial Products
ESASMA,ESAFSFB,Esaf Small Finance Bank Ltd,EQ,INE818W01011,,,Other Bank,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Banks,Other Bank
ESCFIN,INVIGO,Invigorated Biz. Cons. Ltd,BE,INE359A01012,Escorts Group,corporate_group_repository.xlsx,,,,,,,
ESCMF,ESCMFGROW,Escorts Mf-Ib Growth,EQ,INF206A01014,,,,,,,,,
ESCORT,ESCORTS,Escorts Kubota Limited,EQ,INE042A01014,Escorts Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,Escorts Kubota Ltd.,,,,
ESKNIT,SHREEKRPET,Eskay Knit (India) Ltd,BE,INE220A01032,Krishna Group,corporate_group_repository.xlsx,,,,,,,
ESSOIL,ESSAROIL,Nayara Energy Ltd,EQ,INE011A01019,Essar Oil Group,corporate_group_repository.xlsx,REFINERIES/MARKETING,nse_getSymbolData.basicIndustry,,ENERGY,OIL & GAS,PETROLEUM PRODUCTS,REFINERIES/MARKETING
ESSPRO,EPL,Epl Limited,EQ,INE255A01020,EPL Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,EPL Ltd.,,,,
ESSSH,ESSARSHPNG,Essar Shipping Limited,EQ,INE122M01019,Essar (Ruia) Group,corporate_group_repository.xlsx,Shipping,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Shipping
ESSSHI,ESSARPORTS,Essar Ports Limited,EQ,INE282A01032,,,Port & Port services,nse_getSymbolData.basicIndustry,,Services,Services,Transport Infrastructure,Port & Port services
ESSSTE,ESTL,Essar Steel Ltd,EQ,INE127A01021,,,,,,,,,
ESTIND,ESTER,Ester Industries Ltd,EQ,INE778B01029,Ester Industries Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
ETCNET,ETC,Etc Networks,EQ,INE098J01017,,,,,,,,,
ETEEVE,EVERESTIND,Everest Industries Limited,EQ,INE295A01018,Everest Group,corporate_group_repository.xlsx,Other Construction Materials,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
ETHLIM,ETHOSLTD,Ethos Limited,EQ,INE04TZ01018,KDDL Group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Ethos Ltd.,,,,
ETHRE1,ETHOS-RE,Ethos Limited Re,BE,INE04TZ20018,,,Gems Jewellery And Watches,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
EUPLAB,EUPHARMLAB,Eupharma Labs Ltd,BE,INE909A01014,,,,,,,,,
EURCER,EUROCERA,Euro Ceremics Ltd,BE,INE649H01011,Jaquar Group,corporate_group_repository.xlsx,,,,,,,
EURFOR,EUREKAFORB,Eureka Forbes Limited,EQ,INE0KCE01017,Eureka Forbes Group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Eureka Forbes Ltd.,,,,
EURIND,EUROTEXIND,Eurotex Industries & Exports L,BE,INE022C01012,Patodia Eurotex [PBM Polytex Group],corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
EURMUL,EUROMULTI,Euro Multivision Limited,BE,INE063J01011,Euro Group,corporate_group_repository.xlsx,,,,,,,
EUROIN,EIFFL,Euro India Fresh Foods Limited,EQ,INE546V01010,J R Diam Group,corporate_group_repository.xlsx,Packaged Foods,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
